birth_name,year,salary,WAR
['1974-05-13 || 최영필'],2001,"2,800",1.009
['1974-05-13 || 최영필'],2002,"3,700",-0.084
['1974-05-13 || 최영필'],2003,"3,200",0.047
['1974-05-13 || 최영필'],2004,"3,300",0.685
['1974-05-13 || 최영필'],2005,"4,000",3.24
['1974-05-13 || 최영필'],2006,"8,500",1.167
['1974-05-13 || 최영필'],2007,"11,300",1.547
['1974-05-13 || 최영필'],2008,"11,000",1.23
['1974-05-13 || 최영필'],2009,"10,000",-0.211
['1974-05-13 || 최영필'],2010,"7,000",-0.388
['1974-05-13 || 최영필'],2012,"7,000",0.655
['1974-05-13 || 최영필'],2013,"9,000",-0.068
['1974-05-13 || 최영필'],2014,"9,000",1.907
['1974-05-13 || 최영필'],2015,"13,000",1.844
['1974-05-13 || 최영필'],2016,"13,000",1.514
['1974-05-13 || 최영필'],2017,"13,000",-0.104
['1974-06-30 || 백재호'],1998,"3,000",2.848
['1974-06-30 || 백재호'],1999,"3,800",1.036
['1974-06-30 || 백재호'],2000,"6,200",0.226
['1974-06-30 || 백재호'],2001,"5,600",1.532
['1974-06-30 || 백재호'],2002,"6,000",0.565
['1974-06-30 || 백재호'],2003,"5,400",0.772
['1974-06-30 || 백재호'],2004,"5,400",-0.337
['1974-06-30 || 백재호'],2005,"4,700",1.11
['1974-06-30 || 백재호'],2006,"5,700",1.2
['1974-06-30 || 백재호'],2007,"6,500",0.911
['1974-10-25 || 이병규'],1998,"3,800",3.483
['1974-10-25 || 이병규'],1999,"6,000",8.066
['1974-10-25 || 이병규'],2000,"12,000",5.165
['1974-10-25 || 이병규'],2001,"20,000",4.549
['1974-10-25 || 이병규'],2002,"20,000",3.427
['1974-10-25 || 이병규'],2003,"25,000",1.271
['1974-10-25 || 이병규'],2004,"22,000",5.722
['1974-10-25 || 이병규'],2005,"30,000",4.943
['1974-10-25 || 이병규'],2006,"50,000",3.83
['1974-10-25 || 이병규'],2010,"40,000",1.16
['1974-10-25 || 이병규'],2011,"40,000",4.364
['1974-10-25 || 이병규'],2012,"60,000",1.892
['1974-10-25 || 이병규'],2013,"60,000",2.923
['1974-10-25 || 이병규'],2014,"80,000",-0.579
['1974-10-25 || 이병규'],2015,"80,000",-0.434
['1974-10-25 || 이병규'],2016,"80,000",0.05
['1975-04-03 || 손인호'],1999,"2,600",0.176
['1975-04-03 || 손인호'],2000,"3,400",0.396
['1975-04-03 || 손인호'],2003,"3,400",1.126
['1975-04-03 || 손인호'],2004,"6,300",2.528
['1975-04-03 || 손인호'],2005,"8,000",0.131
['1975-04-03 || 손인호'],2006,"8,500",-0.198
['1975-04-03 || 손인호'],2007,"8,500",-0.186
['1975-04-03 || 손인호'],2008,"7,500",0.142
['1975-04-03 || 손인호'],2009,"7,000",-0.372
['1975-04-03 || 손인호'],2010,"6,500",0.289
['1975-04-03 || 손인호'],2011,"4,200",0.04
['1975-04-03 || 손인호'],2012,"4,200",-0.185
['1975-04-21 || 로페즈'],2010,,2.55
['1975-04-21 || 로페즈'],2011,,3.637
['1975-04-21 || 로페즈'],2012,,0.411
['1975-05-05 || 심정수'],1995,,3.761
['1975-05-05 || 심정수'],1996,,1.875
['1975-05-05 || 심정수'],1997,"5,500",0.827
['1975-05-05 || 심정수'],1998,"5,100",4.137
['1975-05-05 || 심정수'],1999,"7,000",5.639
['1975-05-05 || 심정수'],2000,"10,000",5.314
['1975-05-05 || 심정수'],2001,"16,000",3.713
['1975-05-05 || 심정수'],2002,"16,000",7.445
['1975-05-05 || 심정수'],2003,"31,000",10.192
['1975-05-05 || 심정수'],2004,"60,000",3.329
['1975-05-05 || 심정수'],2005,"75,000",4.885
['1975-05-05 || 심정수'],2006,"75,000",-0.557
['1975-05-05 || 심정수'],2007,"75,000",5.165
['1975-05-05 || 심정수'],2008,"75,000",0.527
['1975-05-05 || 윤재국'],1999,"2,200",0.233
['1975-05-05 || 윤재국'],2000,"3,300",-0.048
['1975-05-05 || 윤재국'],2001,"4,300",0.726
['1975-05-05 || 윤재국'],2002,"4,300",-0.265
['1975-05-05 || 윤재국'],2003,"5,000",0.291
['1975-05-05 || 윤재국'],2004,"5,000",-0.214
['1975-05-05 || 윤재국'],2007,"5,200",0.345
['1975-05-05 || 윤재국'],2008,"5,500",0.073
['1975-05-05 || 윤재국'],2009,"5,500",0.021
['1975-05-15 || 신윤호'],1996,,-0.172
['1975-05-15 || 신윤호'],1998,"1,500",0.404
['1975-05-15 || 신윤호'],1999,"2,200",0.442
['1975-05-15 || 신윤호'],2000,"2,500",-0.132
['1975-05-15 || 신윤호'],2001,"2,700",4.892
['1975-05-15 || 신윤호'],2002,"8,100",-0.149
['1975-05-15 || 신윤호'],2003,"7,400",-0.215
['1975-05-15 || 신윤호'],2004,"6,000",0
['1975-05-15 || 신윤호'],2005,"7,200",-0.053
['1975-05-15 || 신윤호'],2006,"6,800",0.077
['1975-05-15 || 신윤호'],2007,"6,600",0.194
['1975-05-15 || 신윤호'],2008,"6,600",-0.112
['1975-05-15 || 신윤호'],2014,"6,600",-0.061
['1975-05-24 || 이도형'],1995,,3.392
['1975-05-24 || 이도형'],1996,,-0.014
['1975-05-24 || 이도형'],1997,"3,600",0.597
['1975-05-24 || 이도형'],2000,"3,600",0.582
['1975-05-24 || 이도형'],2001,"4,600",0.519
['1975-05-24 || 이도형'],2002,"5,500",1.807
['1975-05-24 || 이도형'],2003,"6,500",2.86
['1975-05-24 || 이도형'],2004,"8,500",1.067
['1975-05-24 || 이도형'],2005,"9,500",1.635
['1975-05-24 || 이도형'],2006,"11,500",1.476
['1975-05-24 || 이도형'],2007,"15,000",-0.57
['1975-05-24 || 이도형'],2008,"11,000",-0.046
['1975-05-24 || 이도형'],2009,"7,000",3.503
['1975-05-24 || 이도형'],2010,"10,000",0.351
['1975-05-25 || 조인성'],1999,"3,000",0.334
['1975-05-25 || 조인성'],2000,"4,000",0.221
['1975-05-25 || 조인성'],2001,"5,700",0.663
['1975-05-25 || 조인성'],2002,"5,500",2.166
['1975-05-25 || 조인성'],2003,"10,000",2.58
['1975-05-25 || 조인성'],2004,"15,000",1.855
['1975-05-25 || 조인성'],2005,"14,000",0.698
['1975-05-25 || 조인성'],2006,"13,000",2.151
['1975-05-25 || 조인성'],2007,"25,000",3.676
['1975-05-25 || 조인성'],2008,"40,000",1.173
['1975-05-25 || 조인성'],2009,"40,000",0.889
['1975-05-25 || 조인성'],2010,"40,000",5.961
['1975-05-25 || 조인성'],2011,"50,000",3.719
['1975-05-25 || 조인성'],2012,"40,000",2.238
['1975-05-25 || 조인성'],2013,"40,000",0.177
['1975-05-25 || 조인성'],2014,"40,000",0.356
['1975-05-25 || 조인성'],2015,"40,000",0.241
['1975-05-25 || 조인성'],2016,"40,000",-1.508
['1975-05-25 || 조인성'],2017,"40,000",-0.442
['1975-09-02 || 김우석'],2003,"2,700",-0.024
['1975-09-02 || 김우석'],2004,"2,700",-0.165
['1975-09-02 || 김우석'],2005,"3,000",-0.184
['1975-09-02 || 김우석'],2006,"3,200",-0.173
['1975-09-02 || 김우석'],2007,"3,200",0
['1975-09-02 || 김우석'],2008,"3,200",0.161
['1975-10-01 || 나이트'],2010,,1.668
['1975-10-01 || 나이트'],2011,,1.919
['1975-10-01 || 나이트'],2012,,6.192
['1975-10-01 || 나이트'],2013,,2.729
['1975-10-01 || 나이트'],2014,,0.194
['1975-10-02 || 김재현'],1995,,3.206
['1975-10-02 || 김재현'],1996,,3.287
['1975-10-02 || 김재현'],1998,"6,000",4.229
['1975-10-02 || 김재현'],1999,"10,000",2.927
['1975-10-02 || 김재현'],2000,"12,000",4.256
['1975-10-02 || 김재현'],2001,"18,000",4.525
['1975-10-02 || 김재현'],2002,"18,000",5.031
['1975-10-02 || 김재현'],2003,"18,000",1.322
['1975-10-02 || 김재현'],2004,"18,000",4.13
['1975-10-02 || 김재현'],2005,"23,000",4.681
['1975-10-02 || 김재현'],2006,"23,000",3.362
['1975-10-02 || 김재현'],2007,"25,000",-0.04
['1975-10-02 || 김재현'],2008,"30,000",3.228
['1975-10-02 || 김재현'],2009,"50,000",2.512
['1975-10-02 || 김재현'],2010,"50,000",1.793
['1975-10-29 || 가르시아'],2009,,3.085
['1975-10-29 || 가르시아'],2010,,2.399
['1975-10-29 || 가르시아'],2011,,1.418
['1975-11-28 || 신경현'],1999,"1,800",-0.128
['1975-11-28 || 신경현'],2000,"2,100",-0.29
['1975-11-28 || 신경현'],2001,"2,400",0.461
['1975-11-28 || 신경현'],2004,"2,400",1.751
['1975-11-28 || 신경현'],2005,"4,500",2.172
['1975-11-28 || 신경현'],2006,"9,000",1.26
['1975-11-28 || 신경현'],2007,"13,000",0.945
['1975-11-28 || 신경현'],2008,"12,500",2.009
['1975-11-28 || 신경현'],2009,"13,500",0.709
['1975-11-28 || 신경현'],2010,"11,500",1.406
['1975-11-28 || 신경현'],2011,"14,000",1.128
['1975-11-28 || 신경현'],2012,"20,000",-0.348
['1975-12-28 || 임경완'],1999,"1,700",-0.016
['1975-12-28 || 임경완'],2000,"1,700",0.507
['1975-12-28 || 임경완'],2001,"2,000",1.231
['1975-12-28 || 임경완'],2002,"3,000",-0.299
['1975-12-28 || 임경완'],2003,"3,200",1.294
['1975-12-28 || 임경완'],2004,"5,500",3.662
['1975-12-28 || 임경완'],2007,"9,500",1.52
['1975-12-28 || 임경완'],2008,"11,400",0.552
['1975-12-28 || 임경완'],2009,"10,500",2.158
['1975-12-28 || 임경완'],2010,"12,500",0.67
['1975-12-28 || 임경완'],2011,"10,500",1.446
['1975-12-28 || 임경완'],2012,"20,000",-0.019
['1975-12-28 || 임경완'],2013,"20,000",0.116
['1975-12-28 || 임경완'],2014,"20,000",-0.066
['1975-12-28 || 임경완'],2015,"20,000",0
['1976-02-03 || 김동주'],1999,"4,000",4.936
['1976-02-03 || 김동주'],2000,"6,200",7.278
['1976-02-03 || 김동주'],2001,"12,500",2.756
['1976-02-03 || 김동주'],2002,"16,500",6.126
['1976-02-03 || 김동주'],2003,"22,500",5.61
['1976-02-03 || 김동주'],2004,"30,000",5.053
['1976-02-03 || 김동주'],2005,"32,000",3.944
['1976-02-03 || 김동주'],2006,"42,000",0.636
['1976-02-03 || 김동주'],2007,"42,000",7.415
['1976-02-03 || 김동주'],2008,"70,000",5.177
['1976-02-03 || 김동주'],2009,"70,000",5.759
['1976-02-03 || 김동주'],2010,"70,000",3.207
['1976-02-03 || 김동주'],2011,"70,000",3.444
['1976-02-03 || 김동주'],2012,"70,000",1.248
['1976-02-03 || 김동주'],2013,"70,000",0.388
['1976-02-08 || 이호준'],1996,,0.158
['1976-02-08 || 이호준'],1997,"1,800",0.819
['1976-02-08 || 이호준'],1998,"2,800",3.659
['1976-02-08 || 이호준'],1999,"4,000",1.425
['1976-02-08 || 이호준'],2000,"4,000",0.133
['1976-02-08 || 이호준'],2001,"5,000",-0.025
['1976-02-08 || 이호준'],2002,"5,000",3.276
['1976-02-08 || 이호준'],2003,"8,000",5.146
['1976-02-08 || 이호준'],2004,"15,000",3.919
['1976-02-08 || 이호준'],2005,"18,500",2.914
['1976-02-08 || 이호준'],2007,"25,000",3.014
['1976-02-08 || 이호준'],2008,"50,000",-0.139
['1976-02-08 || 이호준'],2009,"50,000",1.533
['1976-02-08 || 이호준'],2010,"50,000",0.539
['1976-02-08 || 이호준'],2011,"50,000",0.79
['1976-02-08 || 이호준'],2012,"25,000",4.45
['1976-02-08 || 이호준'],2013,"45,000",2.404
['1976-02-08 || 이호준'],2014,"45,000",1.37
['1976-02-08 || 이호준'],2015,"75,000",1.872
['1976-02-08 || 이호준'],2016,"75,000",1.709
['1976-02-08 || 이호준'],2017,"75,000",0.634
['1976-03-05 || 김승관'],1996,,0.36
['1976-03-05 || 김승관'],1997,"2,000",-0.136
['1976-03-05 || 김승관'],1998,"2,100",0.027
['1976-03-05 || 김승관'],1999,"2,100",-0.268
['1976-03-05 || 김승관'],2001,"1,900",-0.134
['1976-03-05 || 김승관'],2002,"2,000",-0.05
['1976-03-05 || 김승관'],2003,"2,100",-0.022
['1976-03-05 || 김승관'],2004,"2,100",-0.037
['1976-03-05 || 김승관'],2005,"2,600",-0.024
['1976-03-05 || 김승관'],2006,"2,600",0.616
['1976-03-05 || 김승관'],2007,"3,500",0.035
['1976-03-05 || 클락'],2009,,3.876
['1976-03-05 || 클락'],2010,,1.611
['1976-04-08 || 임재철'],2000,"2,700",-0.261
['1976-04-08 || 임재철'],2001,"2,300",1.458
['1976-04-08 || 임재철'],2002,"2,300",0.029
['1976-04-08 || 임재철'],2003,"2,300",1.255
['1976-04-08 || 임재철'],2004,"2,300",-0.736
['1976-04-08 || 임재철'],2005,"5,000",1.872
['1976-04-08 || 임재철'],2006,"9,000",1.183
['1976-04-08 || 임재철'],2009,"7,600",1.804
['1976-04-08 || 임재철'],2010,"11,000",1.615
['1976-04-08 || 임재철'],2011,"9,200",0.944
['1976-04-08 || 임재철'],2012,"15,000",0.131
['1976-04-08 || 임재철'],2013,"15,000",0.91
['1976-04-08 || 임재철'],2014,"15,000",-0.258
['1976-04-08 || 임재철'],2015,"15,000",0.197
['1976-05-27 || 박정진'],2000,"2,200",0.026
['1976-05-27 || 박정진'],2001,"2,000",1.011
['1976-05-27 || 박정진'],2002,"3,200",-0.345
['1976-05-27 || 박정진'],2003,"3,000",2.043
['1976-05-27 || 박정진'],2004,"6,000",0.089
['1976-05-27 || 박정진'],2008,"5,200",-0.058
['1976-05-27 || 박정진'],2009,"3,500",0.15
['1976-05-27 || 박정진'],2010,"3,500",2.686
['1976-05-27 || 박정진'],2011,"7,500",2.98
['1976-05-27 || 박정진'],2012,"13,000",0.517
['1976-05-27 || 박정진'],2013,"14,000",0.137
['1976-05-27 || 박정진'],2014,"20,000",0.852
['1976-05-27 || 박정진'],2015,"30,000",2.807
['1976-05-27 || 박정진'],2016,"30,000",0.634
['1976-05-27 || 박정진'],2017,"33,000",0.789
['1976-08-18 || 이승엽'],1996,,3.653
['1976-08-18 || 이승엽'],1997,"6,500",6.783
['1976-08-18 || 이승엽'],1998,"8,500",6.73
['1976-08-18 || 이승엽'],1999,"11,000",8.911
['1976-08-18 || 이승엽'],2000,"30,000",5.185
['1976-08-18 || 이승엽'],2001,"30,000",5.519
['1976-08-18 || 이승엽'],2002,"41,000",8.955
['1976-08-18 || 이승엽'],2003,"63,000",8.39
['1976-08-18 || 이승엽'],2012,"80,000",5.469
['1976-08-18 || 이승엽'],2013,"80,000",0.371
['1976-08-18 || 이승엽'],2014,"80,000",2.464
['1976-08-18 || 이승엽'],2015,"100,000",3.156
['1976-08-18 || 이승엽'],2016,"100,000",2.664
['1976-08-18 || 이승엽'],2017,"100,000",1.152
['1976-08-23 || 이승호'],2000,"1,800",1.51
['1976-08-23 || 이승호'],2001,"3,800",-0.655
['1976-08-23 || 이승호'],2002,"3,300",0.766
['1976-08-23 || 이승호'],2003,"4,800",4.735
['1976-08-23 || 이승호'],2004,"11,000",3.294
['1976-08-23 || 이승호'],2005,"10,000",0.904
['1976-08-23 || 이승호'],2006,"10,000",0.96
['1976-08-23 || 이승호'],2007,"8,500",1.008
['1976-08-23 || 이승호'],2008,"8,500",-0.425
['1976-08-23 || 이승호'],2009,"8,100",-0.081
['1976-08-23 || 이승호'],2010,"13,500",0.987
['1976-08-23 || 이승호'],2011,"7,000",0.653
['1976-11-19 || 권용관'],1997,"2,000",-0.105
['1976-11-19 || 권용관'],2000,"2,000",0
['1976-11-19 || 권용관'],2001,"2,000",0.623
['1976-11-19 || 권용관'],2002,"3,200",-0.323
['1976-11-19 || 권용관'],2003,"6,500",-0.86
['1976-11-19 || 권용관'],2004,"6,000",0.89
['1976-11-19 || 권용관'],2005,"7,000",0.817
['1976-11-19 || 권용관'],2006,"7,000",0.448
['1976-11-19 || 권용관'],2007,"6,500",1.002
['1976-11-19 || 권용관'],2008,"8,600",-0.342
['1976-11-19 || 권용관'],2009,"7,800",0.704
['1976-11-19 || 권용관'],2010,"7,800",-0.031
['1976-11-19 || 권용관'],2011,"7,600",0.073
['1976-11-19 || 권용관'],2012,"6,600",-0.025
['1976-11-19 || 권용관'],2013,"5,500",0.564
['1976-11-19 || 권용관'],2014,"8,000",-0.256
['1976-11-19 || 권용관'],2015,"8,000",-2.239
['1976-11-19 || 권용관'],2016,"8,000",-0.064
['1976-11-30 || 박진만'],1997,"4,000",-0.867
['1976-11-30 || 박진만'],1998,"3,600",-0.255
['1976-11-30 || 박진만'],1999,"5,000",0.975
['1976-11-30 || 박진만'],2000,"5,500",3.505
['1976-11-30 || 박진만'],2001,"10,500",3.981
['1976-11-30 || 박진만'],2002,"16,000",1.405
['1976-11-30 || 박진만'],2003,"17,000",4.089
['1976-11-30 || 박진만'],2004,"28,000",4.032
['1976-11-30 || 박진만'],2005,"35,000",1.894
['1976-11-30 || 박진만'],2006,"45,000",4.899
['1976-11-30 || 박진만'],2007,"55,000",4.42
['1976-11-30 || 박진만'],2008,"45,000",1.765
['1976-11-30 || 박진만'],2009,"60,000",0.958
['1976-11-30 || 박진만'],2010,"60,000",0.604
['1976-11-30 || 박진만'],2011,"25,000",2.207
['1976-11-30 || 박진만'],2012,"25,000",0.618
['1976-11-30 || 박진만'],2013,"20,000",1.404
['1976-11-30 || 박진만'],2014,"20,000",0.027
['1976-11-30 || 박진만'],2015,"20,000",0.904
['1976-12-23 || 조성환'],2000,"2,200",0.113
['1976-12-23 || 조성환'],2001,"2,300",-0.034
['1976-12-23 || 조성환'],2002,"2,800",0.06
['1976-12-23 || 조성환'],2003,"4,200",3.651
['1976-12-23 || 조성환'],2004,"8,400",0.304
['1976-12-23 || 조성환'],2008,"7,000",5.821
['1976-12-23 || 조성환'],2009,"13,000",1.794
['1976-12-23 || 조성환'],2010,"13,000",4.329
['1976-12-23 || 조성환'],2011,"18,000",0.997
['1976-12-23 || 조성환'],2012,"20,000",1.656
['1976-12-23 || 조성환'],2013,"20,000",0.179
['1976-12-23 || 조성환'],2014,"20,000",-0.13
['1977-01-20 || 정수근'],1996,,2.22
['1977-01-20 || 정수근'],1997,"4,600",2.452
['1977-01-20 || 정수근'],1998,"4,600",4.198
['1977-01-20 || 정수근'],1999,"7,600",5.553
['1977-01-20 || 정수근'],2000,"10,500",2.78
['1977-01-20 || 정수근'],2001,"13,500",4.854
['1977-01-20 || 정수근'],2002,"21,000",0.677
['1977-01-20 || 정수근'],2003,"18,000",2.153
['1977-01-20 || 정수근'],2004,"25,000",1.615
['1977-01-20 || 정수근'],2005,"25,000",2.505
['1977-01-20 || 정수근'],2006,"30,000",1.657
['1977-01-20 || 정수근'],2007,"30,000",2.367
['1977-01-20 || 정수근'],2008,"40,000",1.967
['1977-01-20 || 정수근'],2009,"40,000",-0.194
['1977-02-12 || 유동훈'],2000,"4,000",-0.358
['1977-02-12 || 유동훈'],2001,"3,400",-0.087
['1977-02-12 || 유동훈'],2003,"3,000",0.354
['1977-02-12 || 유동훈'],2004,"3,500",3.299
['1977-02-12 || 유동훈'],2008,"6,000",1.941
['1977-02-12 || 유동훈'],2009,"9,000",4.381
['1977-02-12 || 유동훈'],2010,"21,000",1.614
['1977-02-12 || 유동훈'],2011,"18,000",0.744
['1977-02-12 || 유동훈'],2012,"15,000",0.635
['1977-02-12 || 유동훈'],2013,"17,500",1.086
['1977-02-28 || 홍성흔'],2000,"4,000",2.963
['1977-02-28 || 홍성흔'],2001,"7,500",1.72
['1977-02-28 || 홍성흔'],2002,"12,000",4.179
['1977-02-28 || 홍성흔'],2003,"18,000",1.652
['1977-02-28 || 홍성흔'],2004,"16,000",6.174
['1977-02-28 || 홍성흔'],2005,"28,000",2.684
['1977-02-28 || 홍성흔'],2006,"32,000",3.655
['1977-02-28 || 홍성흔'],2007,"31,000",1.871
['1977-02-28 || 홍성흔'],2008,"31,000",2.379
['1977-02-28 || 홍성흔'],2009,"27,900",4.19
['1977-02-28 || 홍성흔'],2010,"40,000",5.154
['1977-02-28 || 홍성흔'],2011,"40,000",2.129
['1977-02-28 || 홍성흔'],2012,"40,000",2.713
['1977-02-28 || 홍성흔'],2013,"40,000",2.6
['1977-02-28 || 홍성흔'],2014,"40,000",3.315
['1977-02-28 || 홍성흔'],2015,"40,000",0.095
['1977-02-28 || 홍성흔'],2016,"40,000",-0.153
['1977-03-05 || 전근표'],2001,"2,000",0.46
['1977-03-05 || 전근표'],2002,"2,500",0.188
['1977-03-05 || 전근표'],2003,"2,500",0.751
['1977-03-05 || 전근표'],2004,"3,600",1.106
['1977-03-05 || 전근표'],2005,"5,500",0.129
['1977-03-05 || 전근표'],2006,"4,800",-0.009
['1977-03-05 || 전근표'],2007,"4,800",0.046
['1977-03-05 || 전근표'],2008,"3,200",0.044
['1977-03-05 || 전근표'],2010,"3,300",-0.1
['1977-03-27 || 정원석'],2001,"2,000",0.033
['1977-03-27 || 정원석'],2004,"2,400",-0.305
['1977-03-27 || 정원석'],2005,"3,000",-0.082
['1977-03-27 || 정원석'],2006,"2,800",0.571
['1977-03-27 || 정원석'],2007,"2,900",0.176
['1977-03-27 || 정원석'],2008,"3,500",-0.215
['1977-03-27 || 정원석'],2010,"3,700",3.043
['1977-03-27 || 정원석'],2011,"7,000",0.489
['1977-03-27 || 정원석'],2012,"5,000",0.014
['1977-04-20 || 이상열'],1997,"1,600",0.524
['1977-04-20 || 이상열'],1998,"2,200",-0.282
['1977-04-20 || 이상열'],1999,"2,000",0.351
['1977-04-20 || 이상열'],2000,"3,000",0.347
['1977-04-20 || 이상열'],2001,"3,000",0.362
['1977-04-20 || 이상열'],2002,"3,500",1.803
['1977-04-20 || 이상열'],2003,"5,600",1.874
['1977-04-20 || 이상열'],2004,"10,000",1.919
['1977-04-20 || 이상열'],2007,"10,000",-0.092
['1977-04-20 || 이상열'],2008,"7,000",-0.131
['1977-04-20 || 이상열'],2009,"8,000",-0.147
['1977-04-20 || 이상열'],2010,"8,000",1.72
['1977-04-20 || 이상열'],2011,"10,000",0.81
['1977-04-20 || 이상열'],2012,"15,000",0.929
['1977-04-20 || 이상열'],2013,"15,000",0.7
['1977-04-20 || 이상열'],2014,"15,000",0.002
['1977-04-23 || 강병식'],2003,"2,500",-0.15
['1977-04-23 || 강병식'],2004,"3,000",-0.025
['1977-04-23 || 강병식'],2005,"3,500",1.063
['1977-04-23 || 강병식'],2006,"3,800",0.595
['1977-04-23 || 강병식'],2007,"4,500",0.381
['1977-04-23 || 강병식'],2008,"4,000",0.627
['1977-04-23 || 강병식'],2009,"5,300",0.206
['1977-04-23 || 강병식'],2010,"5,300",1.413
['1977-04-23 || 강병식'],2011,"8,000",-0.983
['1977-04-23 || 강병식'],2012,"7,000",-0.015
['1977-06-07 || 박명환'],1997,"4,000",2.972
['1977-06-07 || 박명환'],1998,"5,000",4.367
